accuracy,precision,recall,f1,roc_auc,win_rate
0.6202974628171478,0.41838649155722324,0.6426512968299711,0.5068181818181818,0.6840995322433493,0.41838649155722324
0.6093613298337708,0.4177215189873418,0.6497890295358649,0.5085305448541552,0.677636237805014,0.4177215189873418
0.6172353455818023,0.40980573543015725,0.6514705882352941,0.5031232254400908,0.6818419895978316,0.40980573543015725
0.6137357830271216,0.4016100178890877,0.6772247360482655,0.5042111173498035,0.6881303732450844,0.4016100178890877
0.6307961504811899,0.43703007518796994,0.6549295774647887,0.52423900789177,0.7026819546721956,0.43703007518796994
0.6062992125984252,0.39248826291079814,0.6229508196721312,0.4815668202764977,0.6669621146756608,0.39248826291079814
0.6237970253718286,0.4231856738925542,0.6441893830703013,0.5108077360637088,0.6758128200243244,0.4231856738925542
0.6137357830271216,0.421792618629174,0.6808510638297872,0.5208898534997287,0.6872896676401057,0.421792618629174
0.615923009623797,0.4014732965009208,0.6566265060240963,0.4982857142857143,0.6840659493708496,0.4014732965009208
0.6067366579177603,0.40816326530612246,0.6647398843930635,0.5057724024189115,0.6838723246857797,0.40816326530612246
0.6045494313210849,0.40846366145354185,0.6297872340425532,0.4955357142857143,0.6706456547386743,0.40846366145354185
0.615923009623797,0.42366757000903343,0.6614950634696756,0.5165198237885462,0.6913776403215117,0.42366757000903343
0.6027996500437446,0.41568981064021643,0.6393897364771152,0.5038251366120219,0.6651083647578576,0.41568981064021643
0.5975503062117236,0.40638864241348716,0.6459802538787024,0.4989106753812636,0.6645028633575204,0.40638864241348716
0.6036745406824147,0.41246562786434465,0.6293706293706294,0.4983388704318937,0.6611129163643487,0.41246562786434465
0.6246719160104987,0.4174397031539889,0.6617647058823529,0.5119453924914675,0.6731727529118746,0.4174397031539889
0.615923009623797,0.412593984962406,0.634393063583815,0.5,0.6811253907354894,0.412593984962406
0.5874890638670166,0.39251523063533506,0.6479885057471264,0.4888888888888889,0.646246295091448,0.39251523063533506
0.6224846894138233,0.4174484052532833,0.6477438136826783,0.5077010838562465,0.686075631330717,0.4174484052532833
0.6220472440944882,0.42830540037243947,0.647887323943662,0.515695067264574,0.6915631479230715,0.42830540037243947
0.6281714785651793,0.4329044117647059,0.6690340909090909,0.5256696428571429,0.6891691687737042,0.4329044117647059
0.6325459317585301,0.4247211895910781,0.6740412979351033,0.5210946408209807,0.6916376817975022,0.4247211895910781
0.6198600174978127,0.4095940959409594,0.6597325408618128,0.5054069436539556,0.6877239074422252,0.4095940959409594
0.6093613298337708,0.4009132420091324,0.6494082840236687,0.4957651044607566,0.6828071593957881,0.4009132420091324
0.6027996500437446,0.3914233576642336,0.6402985074626866,0.48584371460928655,0.6621892086596719,0.3914233576642336
0.6181102362204725,0.39488636363636365,0.6405529953917051,0.48857644991212656,0.6818763887127309,0.39488636363636365
0.6172353455818023,0.42539964476021314,0.6775106082036775,0.5226404800872886,0.6863035258560688,0.42539964476021314
0.6172353455818023,0.4070305272895467,0.6528189910979229,0.5014245014245015,0.6849196677735973,0.4070305272895467
0.615923009623797,0.41214351425942963,0.6521106259097526,0.5050732807215332,0.6776933909748905,0.41214351425942963
0.6089238845144357,0.4031954887218045,0.623546511627907,0.4897260273972603,0.6664889978752511,0.4031954887218045
0.6006124234470691,0.3990990990990991,0.6429608127721336,0.4924958310172318,0.6757726979014536,0.3990990990990991
0.6106736657917761,0.40267857142857144,0.6711309523809523,0.5033482142857143,0.6819053519797015,0.40267857142857144
0.615923009623797,0.39791073124406456,0.6319758672699849,0.48834498834498835,0.6724591538117688,0.39791073124406456
0.6036745406824147,0.39078341013824885,0.6337817638266069,0.48346636259977194,0.6646135557090074,0.39078341013824885
0.6084864391951006,0.40502793296089384,0.6295224312590448,0.49291784702549574,0.6702793189643832,0.40502793296089384
0.6106736657917761,0.40293040293040294,0.6489675516224189,0.4971751412429379,0.6756428036807115,0.40293040293040294
0.6189851268591426,0.4022346368715084,0.653555219364599,0.4979827089337176,0.672785755847783,0.4022346368715084
0.6141732283464567,0.39413382218148485,0.6605222734254992,0.4936854190585534,0.6828412651437215,0.39413382218148485
0.6198600174978127,0.4266792809839167,0.6316526610644257,0.5093167701863354,0.6737683623067549,0.4266792809839167
0.615923009623797,0.41465677179962895,0.6440922190201729,0.5045146726862303,0.6817897122500108,0.41465677179962895
0.6058617672790901,0.3969258589511754,0.6523031203566122,0.49353569421023047,0.6676686174461033,0.3969258589511754
0.6189851268591426,0.4268953068592058,0.6671368124118476,0.5206384149697303,0.690426467208005,0.4268953068592058
0.6181102362204725,0.4265975820379965,0.7027027027027027,0.5308973670069855,0.6918449852585571,0.4265975820379965
0.6185476815398075,0.41369606003752346,0.6409883720930233,0.5028506271379704,0.6777739980207818,0.41369606003752346
0.6084864391951006,0.41833030852994557,0.6447552447552447,0.507429829389103,0.6900945012975568,0.41833030852994557
0.6045494313210849,0.3802559414990859,0.6479750778816199,0.4792626728110599,0.6665794998900941,0.3802559414990859
0.6207349081364829,0.42197599261311175,0.6547277936962751,0.5131948343627176,0.6878685412802321,0.42197599261311175
0.6045494313210849,0.4024163568773234,0.6239193083573487,0.48926553672316386,0.6571247809653454,0.4024163568773234
0.6027996500437446,0.4118673647469459,0.6685552407932012,0.509719222462203,0.6812717395202066,0.4118673647469459
0.6167979002624672,0.40193236714975844,0.6181277860326895,0.48711943793911006,0.6726052900421814,0.40193236714975844
0.6163604549431321,0.4044526901669759,0.6497764530551415,0.4985706117781589,0.6809498322821167,0.4044526901669759
0.6128608923884514,0.41208791208791207,0.6493506493506493,0.5042016806722689,0.665350482676283,0.41208791208791207
0.621172353455818,0.4054794520547945,0.6737481031866465,0.5062713797035348,0.6817718451808583,0.4054794520547945
0.6106736657917761,0.40216411181244366,0.662704309063893,0.500561167227834,0.6807431078652368,0.40216411181244366
0.6032370953630796,0.4084249084249084,0.6308345120226309,0.49583101723179546,0.6712464605729549,0.4084249084249084
0.60498687664042,0.3963963963963964,0.6537890044576523,0.49355019629837354,0.6779445239229183,0.3963963963963964
0.6194225721784777,0.4172003659652333,0.6618287373004355,0.5117845117845118,0.6932869413168559,0.4172003659652333
0.6137357830271216,0.4045368620037807,0.6284875183553598,0.49223691776883266,0.6669063727979286,0.4045368620037807
0.6224846894138233,0.4203703703703704,0.6570188133140377,0.51270468661773,0.6852714479492263,0.4203703703703704
0.610236220472441,0.41214351425942963,0.64,0.5013989927252378,0.6767019455953882,0.41214351425942963
0.60498687664042,0.39422180801491147,0.6257396449704142,0.483704974271012,0.66986107537947,0.39422180801491147
0.6207349081364829,0.4237442922374429,0.6628571428571428,0.516991643454039,0.684690145919654,0.4237442922374429
0.6391076115485564,0.43721356553620533,0.6933139534883721,0.5362563237774031,0.7166561763250574,0.43721356553620533
0.6224846894138233,0.4222020018198362,0.6705202312138728,0.5181462869905081,0.6849638456350042,0.4222020018198362
0.6146106736657918,0.4208566108007449,0.6357243319268636,0.5064425770308123,0.6706887236845044,0.4208566108007449
0.626421697287839,0.43538038496791936,0.6661991584852734,0.5266075388026608,0.6942960138166054,0.43538038496791936
0.6185476815398075,0.42830882352941174,0.6508379888268156,0.516629711751663,0.6837125929616056,0.42830882352941174
0.6202974628171478,0.4073394495412844,0.6666666666666666,0.5056947608200456,0.6950807288770251,0.4073394495412844
0.6027996500437446,0.41370106761565834,0.6512605042016807,0.5059847660500544,0.6824336604870956,0.41370106761565834
0.605424321959755,0.4084249084249084,0.6353276353276354,0.4972129319955407,0.6669202710869379,0.4084249084249084
0.6207349081364829,0.42168674698795183,0.6518624641833811,0.5120990433314575,0.6889119145742062,0.42168674698795183
0.6141732283464567,0.396709323583181,0.6615853658536586,0.496,0.6813916841238965,0.396709323583181
0.6045494313210849,0.3971248876909254,0.6548148148148148,0.49440715883668906,0.6772007264868841,0.3971248876909254
