fold,pnl,trades,win_rate,max_dd_pct,wins,losses
1,-5776.864795819827,527,66.22390891840607,5.973052167304037,349,178
2,349.26467944824253,31,74.19354838709677,0.26028126829755704,23,8
3,-3059.005229368646,428,70.09345794392523,3.410561901333494,300,128
4,-5291.840930932609,515,65.24271844660194,5.746291511315714,336,179
