fold,pnl,trades,win_rate,max_dd_pct,wins,losses
1,-1994.7971691107523,502,73.10756972111554,2.583246371452443,367,135
2,546.0537709829223,31,87.09677419354838,0.11854044419352758,27,4
3,-1264.2642067445122,416,76.20192307692307,2.1346161548104767,317,99
4,-3611.941465274649,498,71.08433734939759,4.00110521666835,354,144
