accuracy,precision,recall,f1,roc_auc,win_rate
0.14304461942257218,0.10755148741418764,0.9631147540983607,0.19349526554137506,0.5487919670525522,0.10755148741418764
0.13867016622922135,0.09958696649839376,0.96875,0.18060757386600082,0.5267618989884995,0.09958696649839376
0.15091863517060367,0.11391823610473129,0.9538461538461539,0.2035289290110792,0.5569528817677879,0.11391823610473129
0.1452318460192476,0.11136571952337306,0.9418604651162791,0.19918032786885245,0.5461198263076616,0.11136571952337306
0.14610673665791776,0.10562730627306273,0.9462809917355371,0.1900414937759336,0.5313697821481134,0.10562730627306273
0.1395450568678915,0.10110294117647059,0.9523809523809523,0.18280016618196926,0.545787383743588,0.10110294117647059
0.14129483814523183,0.10514233241505969,0.9423868312757202,0.18917802560925237,0.5365959041109963,0.10514233241505969
0.1552930883639545,0.11864406779661017,0.9736842105263158,0.2115149040424663,0.5552994491178441,0.11864406779661017
0.14829396325459318,0.11223087494273935,0.9645669291338582,0.20106688551497742,0.5516170407340815,0.11223087494273935
0.13867016622922135,0.1031636863823934,0.9453781512605042,0.18602728400165358,0.5460933396796219,0.1031636863823934
0.13517060367454067,0.09229349330872173,0.9523809523809523,0.16827934371055953,0.5244747224516011,0.09229349330872173
0.15091863517060367,0.11987237921604375,0.9633699633699634,0.21321443048236724,0.5297671363245133,0.11987237921604375
0.14785651793525809,0.11319032405294387,0.9802371541501976,0.20294599018003273,0.5436444904140962,0.11319032405294387
0.14654418197725283,0.10932475884244373,0.952,0.196126905644829,0.542222003929273,0.10932475884244373
0.14348206474190725,0.10953253895508708,0.9409448818897638,0.1962233169129721,0.5122256494512989,0.10953253895508708
0.14960629921259844,0.10977859778597786,0.9444444444444444,0.19669421487603306,0.5301735574596931,0.10977859778597786
0.1377952755905512,0.10137614678899083,0.9484978540772532,0.18317447161210113,0.5309387079308203,0.10137614678899083
0.14960629921259844,0.10844485463774804,0.951417004048583,0.19469759734879868,0.5241465511592767,0.10844485463774804
0.14173228346456693,0.10825688073394496,0.9291338582677166,0.19391947411668037,0.5195591016182033,0.10825688073394496
0.14873140857392825,0.10732381391064026,0.966804979253112,0.1932006633499171,0.5695117126074121,0.10732381391064026
0.157917760279965,0.11203703703703703,0.9718875502008032,0.2009132420091324,0.5282396153095446,0.11203703703703703
0.14304461942257218,0.1056985294117647,0.9465020576131687,0.19016122364613477,0.5504492908637141,0.1056985294117647
0.15310586176727908,0.10697674418604651,0.9349593495934959,0.19198664440734559,0.5270783516658696,0.10697674418604651
0.13692038495188102,0.09958696649839376,0.9517543859649122,0.1803074366431242,0.5382290760915895,0.09958696649839376
0.14304461942257218,0.10928212162780064,0.956,0.19614279852277391,0.5321915520628684,0.10928212162780064
0.14654418197725283,0.1101422670949977,0.9523809523809523,0.1974496092143151,0.5487876730502099,0.1101422670949977
0.13648293963254593,0.10041265474552957,0.948051948051948,0.18159203980099503,0.5357516773575168,0.10041265474552957
0.1452318460192476,0.10606060606060606,0.9705882352941176,0.1912251655629139,0.5677172236081933,0.10606060606060606
0.1373578302712161,0.09981600735970561,0.9353448275862069,0.18038237738985868,0.5221078299701172,0.09981600735970561
0.14785651793525809,0.10686319668355597,0.9626556016597511,0.19237147595356552,0.493571001024663,0.10686319668355597
0.14173228346456693,0.11151570323167956,0.9607843137254902,0.199836867862969,0.5492851005493286,0.11151570323167956
0.13648293963254593,0.09963269054178145,0.9434782608695652,0.18023255813953487,0.5190027068177974,0.09963269054178145
0.1399825021872266,0.1046831955922865,0.9344262295081968,0.18827415359207267,0.5355626113903117,0.1046831955922865
0.13910761154855644,0.10128913443830571,0.9322033898305084,0.18272425249169436,0.49069036792062837,0.10128913443830571
0.13867016622922135,0.10306917086578103,0.9533898305084746,0.18602728400165358,0.5407771806531625,0.10306917086578103
0.1373578302712161,0.09468822170900693,0.9447004608294931,0.17212426532325778,0.5684139135315487,0.09468822170900693
0.14916885389326334,0.10905730129390019,0.932806324110672,0.19528340918494,0.5455750861768954,0.10905730129390019
0.14304461942257218,0.10545621274644658,0.9663865546218487,0.19016122364613477,0.5510479582457983,0.10545621274644658
0.14610673665791776,0.10407030527289547,0.9375,0.18734388009991673,0.5254480286738351,0.10407030527289547
0.14435695538057744,0.10533578656853726,0.9541666666666667,0.18972659486329743,0.5326063049853372,0.10533578656853726
0.14041994750656167,0.10821917808219178,0.9518072289156626,0.1943419434194342,0.5505103378659459,0.10821917808219178
0.1557305336832896,0.11607554122524183,0.9581749049429658,0.20706655710764174,0.5168405541594854,0.11607554122524183
0.14435695538057744,0.10958276020174232,0.9446640316205533,0.19638455217748563,0.5432741193236499,0.10958276020174232
0.1347331583552056,0.09710078232857801,0.9295154185022027,0.17583333333333334,0.5199008115226373,0.09710078232857801
0.14173228346456693,0.1049015116811727,0.9662447257383966,0.18925619834710744,0.5117634824438391,0.1049015116811727
0.14566929133858267,0.11151736745886655,0.9644268774703557,0.19991806636624335,0.525971665153427,0.11151736745886655
0.1399825021872266,0.10386029411764706,0.9338842975206612,0.1869313482216708,0.4910320065986317,0.10386029411764706
0.1557305336832896,0.11193339500462535,0.9603174603174603,0.20049710024855014,0.5483291972967489,0.11193339500462535
0.13823272090988625,0.10146923783287419,0.9444444444444444,0.18325041459369817,0.540944002932307,0.10146923783287419
0.1447944006999125,0.10538426138978371,0.9541666666666667,0.1898052217157066,0.5264805311176279,0.10538426138978371
0.14741907261592302,0.10562730627306273,0.9581589958158996,0.19027835479850436,0.5304231317184246,0.10562730627306273
0.14566929133858267,0.10768522779567419,0.9435483870967742,0.19330855018587362,0.5156957326917597,0.10768522779567419
0.13560804899387577,0.09908256880733946,0.9473684210526315,0.17940199335548174,0.524520271767855,0.09908256880733946
0.15179352580927383,0.10967144840351689,0.9404761904761905,0.19643597181931205,0.5256941518003465,0.10967144840351689
0.14566929133858267,0.10599078341013825,0.9465020576131687,0.19063406547865727,0.5361507425737588,0.10599078341013825
0.14216972878390202,0.10073937153419593,0.9356223175965666,0.18189403420942846,0.530963794217193,0.10073937153419593
0.15223097112860892,0.11008325624421832,0.9444444444444444,0.19718309859154928,0.5514858516333443,0.11008325624421832
